tf,edge_probability,beta,target
G162,0.16421671752645808,-0.006111770853667674,G76
G206,0.16421156942658902,0.10129851596127087,G76
G60,0.16420611020850748,-0.0796653737099811,G76
G200,0.16420315556418416,-0.07270472789247337,G76
G145,0.16420026642004787,-0.05525849327786176,G76
G167,0.16419315788279915,-0.006661970360634836,G76
G239,0.16418716419620016,-0.008228789653324206,G76
G240,0.1641822119543016,0.018359440823327175,G76
G12,0.16417724474945875,0.013632418789684951,G76
G214,0.16417695141506347,-0.08049943005288451,G76
G103,0.16416611286156543,-0.0344244779575438,G76
G151,0.1641592619602245,0.01674389640196727,G76
G123,0.16415823866858087,-0.018035789705582256,G76
G57,0.16415480223430337,-0.18069246135709272,G76
G280,0.16415284076175227,-0.036366095806560826,G76
G47,0.1641503254930937,-0.016766191702376698,G76
G71,0.16414438426646097,-0.19356874911529195,G76
G325,0.1641417898934912,-0.6346883993964338,G75
G181,0.1641405457512601,0.5130556524227884,G95
G64,0.1641340421003644,0.032040497894725,G76
G34,0.16412235258441435,0.024111710335851445,G76
G248,0.1641215131763764,-0.016453835360609733,G76
G256,0.1641179577570517,-0.03195190772053944,G76
G196,0.1641160178148513,-0.03699526822014248,G76
G281,0.16411505983253546,-0.12287567579048887,G76
G296,0.16411267522539794,-0.01419244857526194,G76
G25,0.1640970845005092,0.03741292765171442,G76
G66,0.1640908307917418,-0.049284134575890926,G76
G115,0.16408967119077214,-0.14171810864057904,G76
G49,0.16407935395458464,0.04712475452828022,G76
G87,0.16407301080362055,-0.6746299048868404,G24
G193,0.16406626599548566,0.5932101653400981,G13
G320,0.16406544792690686,0.04513302297121454,G76
G180,0.16405566670353355,-0.12089309567387461,G76
G28,0.16405153167101136,0.02744628355170407,G76
G112,0.16404786132862667,0.01483853579465433,G76
G190,0.16402839849203818,0.054247785193165636,G76
G225,0.16402731162759382,-0.039743062376139546,G76
G174,0.16402368243218007,0.5685798777646146,G94
G257,0.1640199792425928,-0.02766024240161804,G76
G276,0.16401750309442287,-0.15072156724127217,G76
G98,0.16400515117900438,-0.027336955514557826,G76
G81,0.16400088696778295,-0.022128118834658195,G76
G148,0.16400052462312908,0.04833040333109734,G76
G249,0.16399722086816942,0.14136541473119046,G76
G16,0.16399323433241958,-0.019992615978431872,G76
G243,0.16399289732386504,0.09097372775934687,G76
G21,0.16397593819657216,-0.0935133647501019,G76
G304,0.1639700682612662,-0.08036991537897478,G76
G80,0.16396665080573927,-0.18326417789377408,G76
G143,0.1639666471904585,-0.021426097806687198,G76
G40,0.16395832633250243,-0.021392577564040557,G76
G329,0.1639163101036908,-0.09052206896714038,G76
G328,0.16390772296166145,-0.14065469593720323,G76
G268,0.16390736833590472,-0.04625464339929259,G76
G236,0.16389904636395716,0.32492135996831745,G76
G61,0.16389167691574044,0.04582507169520157,G76
G314,0.16388732799499878,-0.05510013638231791,G76
G2,0.16386520227511975,0.020212736806844944,G76
G69,0.16385883954432356,-0.16051832653773893,G76
G132,0.16385377703781592,0.10586509407621456,G76
G159,0.16384823743173257,0.044100505722756325,G76
G109,0.16384129083713958,-0.027995941304305362,G76
G189,0.16384069167570198,-0.09272326787490962,G76
G253,0.16383328308814885,0.020582542116898635,G76
G166,0.16381823731933012,-0.06063484532166642,G76
G185,0.16381399330169807,0.17208509976936867,G76
G128,0.16379716946738598,-0.039735005996543254,G76
G234,0.1637970974489582,0.03783448428312623,G76
G116,0.16377916952175636,-0.04469502449752558,G76
G17,0.16377703513785902,-0.06188870892069966,G76
G104,0.1637622374382094,-0.015891782968763236,G76
G44,0.16374924646821837,-0.1063728189812081,G76
G45,0.1636795024726696,0.1036882161990104,G76
G316,0.16367749107661708,-0.04201401175635509,G76
G181,0.1636641041275185,-0.02758300235339509,G76
G305,0.16363718875742378,-0.3321262413873947,G76
G74,0.16362641362296854,-0.1573598721520602,G76
G333,0.16362496340313482,-0.044763373040285874,G76
G291,0.16362265960780192,-0.29253506893688364,G76
G122,0.1636161658058377,-0.16063339998657478,G76
G324,0.16359571458555908,0.061528285611836736,G76
G147,0.16357785629308857,-0.20782729038531586,G76
G95,0.16357444986685207,-0.036628181818233345,G76
G19,0.1635568717815028,-0.18580273617311138,G76
G182,0.16353917466941292,0.1620280668948759,G76
G192,0.16351914751584024,-0.1285246144558597,G76
G187,0.16351445997803576,-0.06614724554504044,G76
G158,0.16350907221923924,0.2301106438234099,G76
G79,0.163434724315556,-0.04885679860869251,G76
G84,0.16341243330136587,-0.2838678741729359,G76
G267,0.16340675875665692,-0.06528960412557161,G76
G283,0.1633847362133234,-0.20670785607320688,G76
G99,0.16337902941015092,0.30406816769356054,G76
G163,0.16335099138397993,-0.15744326040862128,G76
G72,0.16333731043712688,-0.21355513091623288,G76
G88,0.1633339615853106,0.06618671624438105,G76
G297,0.1633285802328496,0.06452543808385451,G76
G89,0.16332194965252064,-0.15077130526175372,G76
G278,0.1633205957165817,-0.21818343410285246,G76
G242,0.16331038057343825,0.7349820264657762,G87
G124,0.1632158927487106,-0.07461884760747832,G76
G218,0.16321587203885607,0.6774511553937114,G56
G303,0.16320831412387085,0.2085284502450119,G76
G299,0.1631918071304145,-0.12776670623210803,G76
G22,0.1631557573627696,-0.1688368421742473,G76
G298,0.16314979832726556,-0.1825725810259666,G76
G31,0.16313786076013276,-0.27612739371457373,G76
G176,0.16313508704170357,-0.09891700200271984,G76
G311,0.16310417837615288,0.12692245511061337,G76
G246,0.16310152107078243,0.11520148497163787,G76
G319,0.1630533329130076,-0.08159019689406444,G76
G100,0.16301199643192685,0.23248031057762755,G76
G322,0.16294268350394608,0.12368789034180856,G76
G203,0.16293349612477945,-0.07732170395455251,G76
G46,0.16291345055920456,0.3030511948515217,G76
G245,0.16291101788838722,-0.12866847704328294,G76
G96,0.16289966983147613,-0.20307142074018253,G76
G91,0.16284691490226078,0.17055169401804202,G76
G194,0.16284590659146148,-0.13483691483067264,G76
G37,0.1628446126047928,0.3064323747017472,G76
G87,0.16282723148288616,-0.3283666184291707,G76
G258,0.16274730571343543,-0.22814301807291407,G76
G201,0.16274690661370736,-0.12332838679236466,G76
G168,0.1627309677932045,-0.28929756635299647,G76
G241,0.16272415120931785,-0.12580618753909417,G76
G164,0.16269682833756707,0.10438208647497249,G76
G65,0.1625848743034121,-0.09175727644865488,G76
G73,0.16252717903272462,-0.2771223334690945,G76
G173,0.16249477039147217,0.12730062806436743,G76
G224,0.16242291866802702,-0.19266477029011664,G76
G55,0.16232110947531486,-0.35120196063474174,G76
G227,0.1622603349438182,0.11723103667634173,G76
G210,0.1621860231642451,-0.1990772846847584,G76
G237,0.16210706117586604,-0.13212779238942915,G76
G285,0.16206303994371662,0.14288036412660796,G76
G229,0.16202087689205508,-0.19486850221240382,G76
G291,0.16201967649281687,-0.6715100635207507,G75
G52,0.16199864251319504,-0.24053396965772045,G76
G87,0.16198251010387993,-0.6536036589978229,G75
G16,0.16197600463061274,0.5338277492923887,G4
G86,0.16197219832451976,-0.16544918454497548,G76
G130,0.16194204759753422,-0.27939248513574994,G76
G325,0.1619254923206457,-0.5828942580996339,G1
G24,0.16188532894602695,0.43146282216264537,G76
G53,0.1618443708917001,0.18242613389477158,G76
G251,0.1618294603858637,0.22475476878175565,G76
G63,0.16181940889253224,-0.10806845023990179,G76
G326,0.16181168770712684,-0.20766994416001203,G76
G327,0.16180823990096668,-0.09398161596891458,G76
G121,0.16179626318122994,-0.21604619647120443,G76
G331,0.1617645404113354,-0.21022850754333278,G76
G125,0.1617592162715232,-0.1665982072219413,G76
G32,0.16174657462702172,-0.132063682032811,G76
G165,0.1617046441519138,0.3198607259566214,G76
G36,0.1617018586297414,-0.0880679676943326,G76
G220,0.16158494457072828,-0.26144458866011294,G76
G282,0.16158256066871318,-0.20161599907130323,G76
G219,0.16157651479536497,-0.1762263436760732,G76
G85,0.16154230882602072,-0.1850808964418905,G76
G152,0.1615034356163359,-0.25658520847639954,G76
G106,0.16149640726762476,0.6054826251943357,G75
G293,0.1614574065332685,-0.3292969327051761,G76
G43,0.16141291640161293,0.25652938157653343,G76
G244,0.16135840684278763,-0.17754657440537208,G76
G56,0.16129894310957393,0.6718805573447443,G5
G118,0.16128297933630995,-0.18349701255841766,G76
G175,0.16128241710487032,-0.15645236938847418,G76
G213,0.16123855463476347,-0.22894130277907024,G76
G117,0.16119994337671079,-0.17150623181229843,G76
G274,0.16119670933266178,-0.30742784508504745,G76
G141,0.16111125589426858,0.711340921277811,G56
G332,0.16110375692421486,-0.17759196931763227,G76
G313,0.16089165331792443,-0.1880367857150066,G76
G29,0.16077343775222458,-0.21595637761837003,G76
G321,0.1605684128166671,0.3334384821145543,G76
G284,0.16054707886202163,-0.18856705010872704,G76
G161,0.1605036107801905,-0.16188664599438582,G76
G110,0.16041986042887413,-0.23351733278021372,G76
G223,0.16007397814756827,-0.25580040230970563,G76
G327,0.16004100988410055,0.7450378024226773,G36
G29,0.16002540819818867,0.6567564356308669,G17
G177,0.15991581940664928,0.30498974333640577,G76
G265,0.15979878249660012,-0.3287501607138034,G76
G278,0.15977672447635063,-0.6290162158902011,G90
G75,0.1597038255278886,0.6892600111887817,G56
G120,0.15966412427892562,-0.13771288563984524,G76
G277,0.15960567584811564,-0.24641893725592273,G76
G216,0.1594939620514201,-0.22026061721117277,G76
G136,0.15936039406796487,0.6822179808311508,G5
G209,0.15931105168117143,-0.22962265023789488,G76
G265,0.15924008514443352,0.5876224369545707,G31
G292,0.15868605780955067,0.28563387877995355,G76
G75,0.15846214585312338,0.4632417167710192,G1
G242,0.15837794479642528,0.7306671297722646,G23
G27,0.15821865239328384,-0.1454507865989683,G76
G90,0.15806300484754787,0.5376093103666882,G77
G139,0.15798594192498966,0.6283091979791816,G89
G217,0.15793889134546713,0.5059666824139945,G1
G113,0.15770068123518974,-0.5542733813655857,G1
G20,0.1576299082386054,-0.3355374351944644,G76
G5,0.15752900701591363,0.6718805573447315,G56
G202,0.1573632437272598,-0.37753927370503754,G76
G24,0.15730721214497267,0.565345183363114,G13
G119,0.15721237964064091,0.4773260204851768,G94
G202,0.15720801623664243,0.6977157976936488,G55
G156,0.15688581320389472,0.47050957479378536,G1
G274,0.15665913485440433,0.6675750965100534,G29
G149,0.15658915027315595,0.25779532210103984,G76
G294,0.15649553112735665,0.578145264883737,G1
G5,0.15627428015394515,0.5490341298210316,G75
G190,0.15610516219113843,0.50088716312989,G4
G139,0.1560636188777928,0.6456946755877311,G19
G242,0.1559661456893156,-0.6424249429717453,G24
G183,0.15589594327662998,-0.6117382406551998,G75
G293,0.1558688335418622,-0.5405625965680347,G1
G26,0.15581867896829066,-0.3008774656342327,G76
G323,0.15568240735729572,0.4611745084589801,G94
G172,0.1555194551016597,-0.4581682318984914,G13
G102,0.15541268884367623,0.7370210546019674,G31
G221,0.1553201312832654,0.5501685924436835,G94
G310,0.1552849220142228,0.5424818886953489,G1
G301,0.1551378543924619,0.6883314591009191,G37
G278,0.15500593667963913,-0.5975391234341468,G24
G261,0.15488689785148735,-0.24941675660792179,G76
G238,0.15472127720757223,0.632659121167319,G56
G161,0.15442008937739457,0.46912187425871765,G95
G259,0.15421256957462293,0.3944992901310382,G13
G302,0.1541217256002911,0.3233221927725992,G13
G23,0.15400543073318854,-0.5558406554018883,G90
G295,0.1538975627203125,0.6866018927691105,G52
G172,0.15384428980482817,-0.6277329097181834,G75
G218,0.15368710617500278,0.5712603716938963,G75
G206,0.15332687432759806,0.48016813370059613,G1
G217,0.1526951000804149,0.38082874545143736,G94
G179,0.15267653898970462,-0.5291501770900262,G1
G218,0.15256724203303634,0.4548139098503495,G1
G90,0.1525506544062204,0.3407212224829682,G13
G55,0.15233841791376573,0.6994740250893203,G29
G260,0.1522094592721281,-0.6253725039972103,G5
G200,0.15205443528535023,0.4758663588096818,G66
G158,0.15191031024398427,0.4336736404975789,G1
G325,0.15188200937487514,-0.6202654326157915,G90
G228,0.15186396707805278,0.6214389316474552,G55
G218,0.15178973614049146,0.4469330980861361,G13
G224,0.15177427047571296,0.36049934639429576,G6
G206,0.15175243469034208,0.5858224822632706,G56
G331,0.15170036314645607,0.7424320502341949,G23
G165,0.15159026221483485,0.633844879931051,G99
G172,0.15153514451406958,0.6255721791350123,G80
G321,0.1514568519405139,0.6267158122573818,G99
G13,0.15137897560629907,0.47000891140581347,G67
G274,0.15121209653155987,0.5804333800223593,G55
G279,0.15118784800477447,0.35061464268942144,G13
G231,0.15112309609066976,0.4914070091340386,G1
G1,0.15096479548647848,0.6203793576123144,G5
G183,0.15093956736940342,-0.5116625622820716,G13
G131,0.15072702490957837,0.5078093393065662,G1
G5,0.1506791505476984,0.3653274996659068,G94
G24,0.15066005187426929,0.41952943742274845,G67
G274,0.15060712382509703,-0.5060070792575005,G1
G24,0.15057336353228007,0.4900000957101306,G77
G141,0.1505617271044327,0.3363593003204307,G13
G236,0.15054813108833726,0.5801065729043948,G99
G270,0.15053994783374583,0.41545285517228936,G94
G283,0.1504589253057856,-0.38421890507933354,G13
G136,0.15045660926381557,0.4050733391882417,G13
G55,0.15030534899717105,-0.48741989189597296,G1
G236,0.15017350234894897,0.6573028372952842,G37
G84,0.15014704999805092,0.5397809398689233,G80
G18,0.15007175048647142,0.38547496614191323,G13
G38,0.1500618739626457,0.516445229829492,G4
G3,0.15001787600141095,-0.2463417172713222,G13
G302,0.14993947998189933,0.5717609227399856,G24
G224,0.14980766599911413,0.6083610175320557,G94
G242,0.1497131364882492,-0.5045064676111366,G77
G178,0.14955879275639547,0.6371887166652169,G48
G77,0.149515537656293,0.27912324254835047,G13
G141,0.1495120763959561,0.5624004177479603,G75
G106,0.1494934553775691,0.47986992008115054,G13
G113,0.14948343236626851,-0.5931724993081208,G90
G74,0.14919093192834978,0.5487270657994796,G55
G124,0.14912703486431822,0.5210636340681252,G4
G327,0.1490762185001526,0.6229299757432829,G48
G29,0.14907145308663602,0.6787524684158428,G86
G41,0.14888039483069682,0.21701315008101177,G13
G175,0.14876079113501325,0.3932713719423241,G95
G12,0.14858573458703633,0.45084106240292043,G4
G124,0.1484378783126248,0.4516261851615907,G95
G45,0.14841986550439643,0.3683648823947508,G1
G262,0.14834292602195706,0.1785641210605217,G13
G318,0.1483252742390059,0.36065393774548565,G13
G87,0.14820184291128227,-0.4913980716246559,G13
G178,0.1481164090081101,0.6790752887747828,G36
G48,0.14781943662111008,0.33743346538571806,G67
G75,0.1477826574288153,0.36262039776328464,G13
G25,0.1477705223946831,0.39854342468055376,G4
G272,0.14760658243404504,0.1363754522459552,G13
G238,0.14752025561532256,0.41467230976652214,G13
G202,0.14750658250894985,-0.6065825489116212,G13
G141,0.14748929898303506,0.6204503620356283,G5
G273,0.14747402656829292,0.6722049535504675,G5
G1,0.1474714667523437,0.33647840860543493,G13
G56,0.14745914697997364,0.37449115461626464,G13
G202,0.14743472608824273,0.6490446683257417,G26
G46,0.14743423076782428,0.37838123403660145,G13
G260,0.14740710410023486,-0.3091280457039409,G13
G54,0.14735909686995474,0.29332262348738886,G13
G273,0.14722697586219258,0.5471942430452081,G1
G301,0.14718028097309568,0.45663702652336197,G1
G150,0.14717582825634562,0.07424623540709915,G13
G8,0.14712977627959187,0.3233685212245781,G13
G293,0.14699882760223695,-0.28240564109623767,G94
G148,0.14698973571852472,0.5356449303095446,G94
G55,0.14690850008085202,0.5426093457926168,G96
G286,0.14681531311774776,0.4438119592153231,G13
G228,0.1468026638247541,-0.5715393546440776,G13
G270,0.14679178065077492,0.48754304143314064,G56
G254,0.14679017466861335,0.263838263859891,G13
G16,0.14674136157766735,-0.1326708902100886,G13
G312,0.14673704293625753,0.12078205624503506,G13
G171,0.1466250916856321,0.4348116843454141,G67
G193,0.14662274401867478,-0.19906932002503647,G94
G1,0.14654332350705904,0.31607170896359327,G94
G101,0.1465177048558529,0.41352284872755685,G94
G306,0.14648693940220486,0.18817654081389876,G13
G221,0.14640348379445317,-0.20650104760419402,G13
G59,0.1463396986795313,0.38566631909747456,G66
G17,0.14622761247225358,-0.31719540372595406,G94
G35,0.1461716209346327,0.39658389298061075,G94
G211,0.1461712450598958,0.365713224734558,G95
G228,0.14616446686664836,-0.4745438251013936,G1
G89,0.14608415643003872,-0.2583140820471167,G13
G130,0.14606143063778093,0.6217301153307937,G96
G222,0.146033924684708,0.17726032602876557,G13
G29,0.14601507555951257,0.5451084546816488,G74
G106,0.14596673855244693,-0.6838955992931266,G87
G218,0.14595906735770717,0.607518170475538,G18
G154,0.14588365028602648,0.33880694867618594,G13
G71,0.14576897731248203,-0.32912259376390296,G13
G146,0.14575747814835105,0.11061967978045134,G13
G111,0.14571066779548308,0.15705438613223516,G13
G104,0.14561829597433631,0.4512446240514976,G95
G101,0.14561379919977688,-0.1236268541639095,G13
G273,0.1456079153598753,0.3431549508413746,G94
G106,0.1455992400453357,-0.5464056778684413,G80
G113,0.14559144244933558,0.6350555289109401,G55
G39,0.14558621885927275,-0.12277990852189262,G13
G295,0.14555047649107364,-0.22922833561654155,G94
G325,0.14550341911887638,-0.40439118561017845,G13
G23,0.14548681863532495,-0.6155015681637851,G24
G167,0.14547483083675564,0.7256721809860585,G16
G139,0.14543590607863557,-0.3296023856994887,G13
G48,0.14542577350427252,0.5059860897589968,G95
G19,0.14539537171066472,0.5095493510821294,G6
G208,0.14533248490591258,-0.3442184094743536,G13
G55,0.1453160476479225,-0.531984935377903,G13
G45,0.1452651292923832,0.24768286500774261,G94
G188,0.14526344539793626,0.25696851508553037,G13
G31,0.14526321332243905,0.5468407569116466,G73
G32,0.1452530170096025,0.43326116375180235,G4
G85,0.1452431701312859,0.3127770318112439,G94
G309,0.14522501953489567,0.3082572384841793,G94
G308,0.14522462908733624,0.20425754535393,G13
G131,0.14520563219024432,0.22379936163610029,G13
G206,0.1451918242829739,0.16221259806353797,G94
G42,0.14513971738182863,-0.17375508374428508,G94
G183,0.14511742827053364,-0.3989413807839312,G77
G177,0.14510197294979985,0.3839719760265506,G13
G260,0.14509851027174653,-0.5556171173247189,G77
G118,0.145086271242288,0.2527925502206982,G94
G114,0.1450855100933661,0.20546731111162123,G13
G130,0.14502701615391617,-0.4582119978546594,G13
G9,0.14499452166952104,0.2590440887931228,G13
G4,0.14499035605292318,-0.1257953428074754,G13
G162,0.1449644764650451,0.45111185647010255,G77
G90,0.14495161867125925,0.521105470239742,G24
G238,0.14494278608551428,0.5349939790258804,G75
G323,0.14489493759955355,0.48463676387019516,G1
G104,0.14488936674249295,0.2758566565559371,G67
G315,0.14479658040386173,0.3687725332996102,G95
G214,0.14474592163278457,-0.1397973453449401,G13
